Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores
296,Ropa,5,2020-06-24 12:25:35.330384,52.16,2.7, cumple las expectativas,Hollister
286,Electronica,10,2019-03-02 23:37:30.771652,400.35,3.1,llego justo a tiempo,Sony
79,Libros,9,2020-06-17 02:48:39.809988,302.74,4.2, muy bueno!,Ediciones Tomodomo
289,Ropa,11,2019-06-10 11:11:58.755172,333.35,0.5,muy malo,Lacoste
16,Electronica,9,2020-02-22 12:41:50.112154,154.56,4.1,justo lo que esperaba,Samsumg
36,Electronica,5,2019-06-07 12:33:04.014764,113.56,2.6, cumple las expectativas,Apple
338,Ferreteria,3,2019-02-03 02:19:57.379809,360.84,1.4,no cumple las expectativas,Sika
265,Ropa,7,2019-07-18 02:04:38.841488,179.93,1.0,muy malo,Hollister
240,Ropa,2,2019-09-17 12:13:52.753742,117.92,3.4,llego justo a tiempo,Hollister
355,Libros,4,2019-12-14 22:32:45.290670,452.46,1.4,muy malo,Platena Comic
365,Juguetes,7,2019-01-20 06:11:13.726422,163.4,0.6,no cumple las expectativas,Fisher-price
191,Zapatos,6,2019-09-13 17:07:37.206549,298.63,3.3,me gusto,Skechers
218,Ferreteria,4,2019-08-19 15:05:50.198191,347.8,2.5,no llego en tiempo,Sika
414,Libros,7,2020-11-14 01:48:02.098953,67.41,2.3,no llego en tiempo,Platena Comic
334,Ropa,7,2020-08-18 22:26:28.038704,489.92,3.2,me gusto,Lacoste
264,Juguetes,9,2019-07-31 07:28:38.070355,321.62,1.6,no llego en tiempo,Playmobile
3,Hogar,10,2020-10-31 03:43:56.121895,314.84,5.0, muy bueno!,Henkel
432,Deporte,10,2020-11-29 12:15:39.817166,433.0,4.2,buena relacion calidad-precio,Asics
41,Hogar,9,2019-12-16 14:27:43.775131,60.44,0.0,muy malo,Henkel
190,Ferreteria,8,2020-08-05 05:34:34.881766,122.16,1.9,no llego en tiempo,Pavco
386,Baño,8,2020-09-22 06:51:19.648450,84.13,1.9,el paquete llego en mal estado,Cristasol
60,Deporte,9,2020-04-19 06:32:19.707076,5.25,2.9,llego justo a tiempo,Nike
315,Juguetes,3,2020-06-18 21:38:49.883695,88.07,1.7,no llego en tiempo,Fisher-price
169,Accesorios,7,2019-08-29 12:42:20.552636,494.76,4.5,justo lo que esperaba,Polo
471,Ropa,3,2020-07-20 13:51:48.683850,233.93,4.2,buena relacion calidad-precio,Hollister
455,Electronica,5,2019-09-21 20:50:26.372223,273.06,1.6,no llego en tiempo,Samsumg
500,Baño,3,2020-01-15 19:31:48.965415,297.07,3.6, muy bueno!,Cif
495,Ferreteria,8,2020-03-25 08:22:14.483481,32.0,1.9,no llego en tiempo,Sika
222,Ferreteria,5,2020-04-28 17:17:25.385299,378.29,1.4,no cumple las expectativas,Yale
465,Ropa,5,2020-12-05 08:37:39.741639,222.67,4.4,buena relacion calidad-precio,Hollister
281,Accesorios,3,2020-02-12 08:03:49.757526,201.29,1.1,no llego el producto, Michael Kors
358,Zapatos,8,2020-09-30 16:48:11.789950,472.68,1.5,muy malo,Camper
462,Deporte,5,2019-09-11 13:44:42.275482,14.75,2.2, la calidad no es la esperada,Nike
441,Cocina,5,2019-12-31 08:42:16.237200,110.58,2.8, cumple las expectativas,Bimbo
187,Zapatos,9,2019-10-14 01:37:41.583863,355.98,4.7, muy bueno!,New balance
2,Juguetes,1,2020-03-23 14:33:56.465122,240.93,1.0,no llego el producto,Fisher-price
97,Ferreteria,5,2020-04-03 12:09:25.638694,76.43,1.2,no llego el producto,Yale
316,Baño,3,2019-08-22 23:24:50.602126,359.37,3.8,justo lo que esperaba,Don limpio
267,Baño,1,2019-02-20 01:00:29.804969,227.6,1.5,muy malo,Cif
213,Hogar,9,2020-11-03 16:02:07.565957,47.65,3.6, muy bueno!,Unilever
250,Electronica,9,2020-10-13 18:37:25.458397,460.35,1.2,no llego el producto,Sony
289,Baño,1,2019-04-03 10:31:04.932344,172.92,0.6,no llego el producto,Cristasol
121,Hogar,4,2020-03-02 00:17:10.527079,396.23,3.6,buena relacion calidad-precio,Henkel
259,Libros,8,2019-01-10 01:38:43.721304,339.02,2.5,no llego en tiempo,Platena Comic
65,Hogar,9,2019-08-26 05:24:05.944310,221.64,0.4,muy malo,Vileda
101,Deporte,8,2019-05-12 18:48:24.629819,245.54,0.5,no llego el producto,Under Armour
366,Accesorios,4,2019-12-12 23:19:21.788151,252.86,1.4,no llego el producto,Bimba y Lola
429,Zapatos,3,2019-07-14 19:59:08.792181,454.66,3.8,buena relacion calidad-precio,Crocs
289,Ropa,11,2019-05-29 00:40:44.619487,76.77,4.8,justo lo que esperaba,Hollister
470,Ferreteria,7,2019-10-21 19:29:20.548807,375.19,4.9,buena relacion calidad-precio,3M
450,Hogar,2,2020-03-07 17:31:02.793844,29.68,0.9,no cumple las expectativas,Colgate - palmolive
377,Accesorios,1,2020-02-05 20:38:23.940700,398.16,0.9,muy malo,Ray-ban
80,Juguetes,7,2020-03-31 14:55:58.021840,311.74,3.4,me gusto,Lego
378,Accesorios,6,2020-05-27 00:12:48.891542,325.34,3.0, cumple las expectativas,Bimba y Lola
176,Ropa,4,2019-09-27 17:26:53.992152,467.84,0.2,no cumple las expectativas,Lacoste
210,Zapatos,4,2019-09-02 21:27:01.108351,373.06,4.3, muy bueno!,Skechers
43,Electronica,4,2019-04-02 15:46:41.827694,445.85,1.7,no llego en tiempo,Samsumg
33,Electronica,8,2020-04-28 11:22:31.178164,298.58,0.5,no llego el producto,General Electric
102,Zapatos,6,2019-10-26 21:01:02.455641,91.57,3.5, cumple las expectativas,New balance
153,Ferreteria,7,2020-11-28 22:34:25.189304,252.9,4.6,buena relacion calidad-precio,Pavco
113,Deporte,11,2020-10-01 20:54:03.935943,129.51,2.9, cumple las expectativas,Asics
376,Cocina,5,2019-01-09 13:42:52.263952,188.42,0.8,no cumple las expectativas,Nescafe
77,Hogar,4,2019-02-02 23:59:56.398019,152.49,1.9, la calidad no es la esperada,Vileda
182,Electronica,7,2020-06-08 06:54:37.525164,98.0,3.2,me gusto,Sony
17,Libros,5,2019-07-17 05:47:15.875854,113.27,3.9,buena relacion calidad-precio,Alianza Editorial
196,Baño,9,2019-09-08 05:41:25.456362,431.78,0.7,no llego el producto,KH7
417,Baño,4,2019-11-04 23:34:06.421520,387.02,4.2, muy bueno!,Cristasol
395,Deporte,4,2019-11-10 17:18:12.403300,249.57,3.6, muy bueno!,Adidas
55,Cocina,9,2019-06-25 03:30:32.291313,158.28,3.7, muy bueno!,Oscar mayer
313,Electronica,6,2020-08-07 04:56:22.875488,420.04,1.3,muy malo,Apple
115,Ropa,5,2019-01-12 06:25:26.333816,255.13,1.8,el paquete llego en mal estado,Roxy
169,Baño,7,2020-09-02 21:06:46.286529,155.83,2.4,no llego en tiempo,Cif
436,Hogar,2,2019-07-08 00:25:59.380038,102.65,2.9,me gusto,Vileda
223,Deporte,4,2019-07-22 13:14:52.933240,338.95,2.4,el paquete llego en mal estado,Asics
499,Libros,2,2020-10-05 02:31:34.423603,202.12,3.0,me gusto,Ediciones Tomodomo
326,Ferreteria,2,2020-08-25 16:35:30.981101,355.19,4.3, muy bueno!,Sika
223,Libros,4,2019-03-24 06:13:26.114761,494.56,0.4,no llego el producto,Valdemar
253,Deporte,1,2020-12-07 07:49:57.386366,370.14,0.1,muy malo,Adidas
278,Ferreteria,10,2020-10-18 05:09:22.062810,134.12,1.5,muy malo,Sika
208,Cocina,5,2019-05-18 02:40:42.488058,409.0,4.1,buena relacion calidad-precio,Flora
151,Cocina,6,2020-12-21 18:07:33.779893,293.7,3.4, cumple las expectativas,Oscar mayer
78,Electronica,2,2019-09-06 17:44:57.181551,316.32,1.4,muy malo,Sony
454,Libros,8,2019-01-28 09:54:37.200773,464.51,1.7,el paquete llego en mal estado,Ediciones Tomodomo
413,Cocina,7,2019-06-19 18:03:20.528285,238.99,3.2, cumple las expectativas,Flora
216,Accesorios,2,2020-07-13 12:21:49.634603,277.57,5.0,justo lo que esperaba, Michael Kors
394,Deporte,11,2020-04-27 05:31:13.906187,334.58,2.6,me gusto,Nike
109,Deporte,5,2020-03-11 05:28:17.815898,115.93,4.3,justo lo que esperaba,Adidas
51,Deporte,11,2019-08-21 19:51:00.935401,371.0,2.9,llego justo a tiempo,Asics
360,Zapatos,2,2019-01-30 23:05:57.425809,442.01,1.8, la calidad no es la esperada,New balance
383,Accesorios,11,2019-03-22 03:28:25.183611,276.47,4.1,justo lo que esperaba,Bimba y Lola
297,Juguetes,6,2020-06-09 15:19:38.374877,280.13,2.8,me gusto,Chicco
362,Ferreteria,9,2019-08-05 18:16:49.996721,243.01,4.2,buena relacion calidad-precio,Sika
457,Deporte,5,2020-04-23 09:06:54.754695,229.69,2.4,el paquete llego en mal estado,Asics
405,Libros,3,2019-12-02 21:49:29.877157,98.05,4.9,buena relacion calidad-precio,Valdemar
390,Juguetes,11,2019-12-19 22:42:00.797850,445.97,2.9, cumple las expectativas,Chicco
111,Libros,2,2020-11-21 13:59:51.814442,128.25,1.4,muy malo,Ediciones Tomodomo
190,Electronica,6,2020-06-19 23:51:07.014963,56.77,4.4,justo lo que esperaba,General Electric
262,Deporte,10,2020-12-14 12:30:04.288729,276.16,0.1,muy malo,Under Armour
497,Ferreteria,4,2020-03-18 02:40:01.585337,227.37,1.4,no llego el producto,Yale
148,Ferreteria,3,2019-12-06 13:03:28.823482,305.61,1.5,no llego el producto,3M
468,Ropa,4,2020-06-25 21:00:53.359520,119.48,2.3, la calidad no es la esperada,Hollister
114,Deporte,8,2019-08-16 23:27:11.012815,119.56,1.2,no cumple las expectativas,Nike
196,Ferreteria,9,2019-03-11 08:02:44.889675,487.16,3.0, cumple las expectativas,Yale
402,Ferreteria,2,2020-04-03 05:45:27.064610,313.39,2.6,me gusto,3M
255,Ferreteria,5,2020-04-25 22:24:06.747330,452.44,1.6, la calidad no es la esperada,3M
459,Accesorios,5,2019-09-24 23:22:56.199536,304.66,2.8,llego justo a tiempo,Polo
138,Zapatos,6,2020-09-17 18:38:04.342131,481.67,4.3,justo lo que esperaba,Skechers
398,Electronica,3,2019-02-09 14:45:42.756895,303.97,4.9, muy bueno!,Samsumg
351,Electronica,9,2019-03-27 03:25:19.641292,498.1,0.9,muy malo,Sony
211,Deporte,4,2019-08-19 09:11:17.609200,428.06,1.8,el paquete llego en mal estado,Asics
328,Juguetes,4,2019-01-29 08:12:14.490622,474.44,2.9,llego justo a tiempo,Lego
425,Electronica,10,2019-01-10 11:57:51.981698,208.48,4.3, muy bueno!,Apple
287,Deporte,6,2019-10-01 12:57:05.936539,102.47,1.6, la calidad no es la esperada,Under Armour
110,Deporte,6,2019-03-07 09:11:29.033463,230.36,1.3,no cumple las expectativas,Asics
33,Electronica,7,2020-10-07 06:21:31.045135,497.02,3.6,buena relacion calidad-precio,Apple
332,Electronica,8,2019-09-22 20:07:02.819001,58.82,2.3,no llego en tiempo,Apple
473,Zapatos,7,2019-04-30 19:56:26.612745,122.12,1.6,el paquete llego en mal estado,Crocs
418,Zapatos,3,2019-01-18 10:20:05.410474,346.72,0.3,muy malo,Skechers
85,Ferreteria,11,2019-11-15 19:10:14.652505,165.4,0.4,no llego el producto,3M
356,Zapatos,4,2020-09-12 21:06:33.646351,23.49,2.2, la calidad no es la esperada,Crocs
37,Ropa,9,2019-03-21 20:09:00.048816,305.87,3.4,me gusto,Lacoste
8,Libros,1,2019-05-06 22:33:24.916651,214.03,3.3,me gusto,Valdemar
338,Hogar,9,2019-06-22 12:34:01.655442,19.18,3.7, muy bueno!,Henkel
230,Cocina,10,2020-09-19 11:24:57.237665,99.63,1.0,no cumple las expectativas,Oscar mayer
145,Zapatos,7,2019-04-21 20:46:19.738394,340.05,3.5,llego justo a tiempo,Crocs
188,Ferreteria,6,2019-12-29 09:06:08.812118,53.49,3.3,me gusto,Sika
22,Libros,9,2020-03-03 10:26:46.298077,256.56,3.0, cumple las expectativas,Ediciones Tomodomo
479,Hogar,2,2020-07-26 00:14:39.219944,472.73,3.3, cumple las expectativas,Henkel
176,Ropa,7,2020-04-15 19:56:07.679675,133.6,2.1,no llego en tiempo,Lacoste
74,Deporte,8,2020-01-02 02:56:21.574514,69.29,1.2,muy malo,Under Armour
107,Accesorios,3,2019-08-12 05:47:38.097685,38.2,3.7,buena relacion calidad-precio,Bimba y Lola
449,Hogar,9,2020-10-19 14:23:58.947035,437.9,1.1,no llego el producto,Unilever
476,Libros,9,2019-04-21 08:48:45.493237,154.58,1.6, la calidad no es la esperada,Ediciones Tomodomo
206,Ropa,3,2019-12-23 03:39:34.763405,448.96,3.6,buena relacion calidad-precio,Levis
92,Ropa,3,2020-02-24 20:41:37.412026,462.07,4.0,justo lo que esperaba,Lacoste
247,Cocina,8,2020-12-07 08:17:22.078613,102.82,2.0,el paquete llego en mal estado,Oscar mayer
470,Juguetes,1,2019-07-01 12:02:16.212089,220.37,4.4,buena relacion calidad-precio,Playmobile
229,Accesorios,10,2020-05-27 12:07:31.740396,428.12,2.5,el paquete llego en mal estado,Polo
462,Ropa,8,2020-01-15 16:43:05.807561,37.49,2.7,llego justo a tiempo,Hollister
142,Baño,8,2020-02-14 06:31:59.660866,389.23,3.9, muy bueno!,Don limpio
499,Electronica,9,2019-03-20 09:58:53.036589,179.51,2.3,el paquete llego en mal estado,Samsumg
446,Ropa,3,2019-06-16 13:29:30.755355,289.1,4.1,buena relacion calidad-precio,Hollister
451,Juguetes,11,2020-08-21 14:38:00.388594,454.88,4.6, muy bueno!,Playmobile
372,Cocina,4,2020-06-24 23:13:28.663112,135.08,1.3,no cumple las expectativas,Nescafe
388,Juguetes,1,2020-04-21 12:18:14.694174,367.7,3.5,me gusto,Fisher-price
351,Hogar,9,2020-12-30 04:13:18.649304,146.85,3.0, cumple las expectativas,Unilever
350,Cocina,3,2019-03-12 14:25:04.429642,92.23,2.1, la calidad no es la esperada,Bimbo
389,Ferreteria,3,2020-08-04 08:14:32.564220,224.7,0.6,no llego el producto,Sika
25,Libros,6,2019-03-30 20:21:53.592358,379.01,4.6, muy bueno!,Platena Comic
175,Libros,10,2019-07-10 20:52:53.803787,457.35,1.6, la calidad no es la esperada,Valdemar
369,Accesorios,9,2019-07-11 18:18:00.769339,149.5,0.9,muy malo,Bimba y Lola
418,Hogar,3,2019-06-01 07:39:00.133997,35.76,0.2,muy malo,Unilever
288,Libros,6,2019-03-07 06:23:07.989851,426.49,4.6, muy bueno!,Valdemar
444,Juguetes,7,2020-03-31 17:47:52.663862,230.37,4.4,buena relacion calidad-precio,Playmobile
234,Deporte,2,2020-06-08 00:16:09.689403,439.03,1.4,no llego el producto,Nike
496,Hogar,2,2019-08-27 17:08:40.872932,406.62,3.2,llego justo a tiempo,Vileda
296,Cocina,7,2019-09-24 11:18:17.605378,137.01,3.2,me gusto,Oscar mayer
206,Deporte,2,2020-05-19 08:58:44.723141,453.94,4.4,buena relacion calidad-precio,Nike
12,Deporte,3,2020-09-14 10:38:21.709882,473.29,2.1, la calidad no es la esperada,Adidas
143,Baño,7,2019-02-13 15:25:40.899014,159.9,0.3,muy malo,Cif
491,Deporte,7,2019-01-01 05:57:48.304224,352.19,2.3, la calidad no es la esperada,Asics
283,Libros,10,2020-02-19 01:59:01.097902,230.57,2.3, la calidad no es la esperada,Valdemar
130,Accesorios,4,2019-10-20 17:47:47.967441,260.97,1.9, la calidad no es la esperada,Polo
83,Hogar,8,2020-12-16 02:58:53.111663,297.76,4.7,buena relacion calidad-precio,Henkel
431,Accesorios,1,2020-08-09 01:35:45.898215,59.45,1.3,no llego el producto,Ray-ban
9,Ferreteria,1,2020-11-20 18:55:54.863600,197.77,3.4,llego justo a tiempo,Yale
270,Baño,3,2019-05-23 23:02:17.760043,15.73,0.4,no cumple las expectativas,Cristasol
391,Juguetes,3,2020-12-05 17:53:37.049098,174.83,3.3,me gusto,Lego
142,Zapatos,10,2020-07-06 16:05:21.959847,367.25,0.4,no cumple las expectativas,Skechers
11,Zapatos,5,2020-05-27 08:26:18.391783,431.86,0.5,no cumple las expectativas,Crocs
249,Hogar,4,2020-02-11 11:12:11.347719,423.92,3.0, cumple las expectativas,Unilever
85,Zapatos,6,2020-02-21 03:07:45.206378,194.33,3.6,buena relacion calidad-precio,New balance
10,Deporte,4,2019-01-06 03:33:29.420290,140.6,3.7, muy bueno!,Under Armour
434,Baño,7,2019-05-29 04:38:53.801850,24.01,2.9,me gusto,Cristasol
268,Ropa,5,2019-04-25 19:16:58.704569,288.1,2.1,no llego en tiempo,Lacoste
489,Baño,8,2019-08-22 11:07:53.440931,253.88,3.7,justo lo que esperaba,KH7
285,Baño,9,2019-07-01 14:15:56.738347,416.06,4.4, muy bueno!,KH7
188,Ferreteria,5,2020-06-26 05:26:02.867854,143.77,3.1, cumple las expectativas,Yale
320,Libros,10,2019-06-07 17:13:58.844658,398.98,2.5,el paquete llego en mal estado,Alianza Editorial
300,Libros,3,2020-11-11 00:36:44.595014,63.21,3.6,justo lo que esperaba,Valdemar
130,Deporte,5,2020-01-01 23:22:34.966507,184.55,4.3, muy bueno!,Adidas
481,Hogar,5,2020-08-04 14:00:07.737226,437.32,4.1,buena relacion calidad-precio,Henkel
361,Ferreteria,5,2019-09-08 17:14:37.880564,492.99,4.2, muy bueno!,Sika
263,Electronica,4,2020-02-01 10:20:36.979239,486.17,3.3,llego justo a tiempo,Samsumg
5,Accesorios,3,2020-12-26 06:03:23.929961,49.33,1.2,muy malo,Polo
43,Deporte,1,2019-10-03 15:39:33.944813,476.57,3.1, cumple las expectativas,Under Armour
13,Ropa,5,2019-06-03 13:58:59.980258,289.76,1.4,no cumple las expectativas,Levis
75,Zapatos,4,2019-11-08 11:27:00.168847,171.06,1.1,no cumple las expectativas,Camper
86,Ferreteria,4,2020-04-19 09:06:36.003551,72.44,1.0,no cumple las expectativas,Pavco
48,Accesorios,6,2019-10-28 05:43:07.485269,441.51,2.3,el paquete llego en mal estado,Ray-ban
435,Baño,9,2019-07-14 02:24:19.758616,112.48,2.9,me gusto,Cristasol
397,Deporte,2,2019-03-18 23:09:06.342425,448.91,0.7,muy malo,Under Armour
290,Juguetes,6,2020-06-11 21:33:57.561265,65.72,3.2,me gusto,Lego
290,Juguetes,6,2020-07-24 12:33:59.464178,138.91,4.0, muy bueno!,Fisher-price
56,Zapatos,11,2020-11-20 01:43:23.129991,268.16,2.7,llego justo a tiempo,Skechers
224,Deporte,2,2019-07-16 09:09:49.409107,134.31,4.7,buena relacion calidad-precio,Asics
117,Juguetes,1,2020-03-18 08:49:45.971179,391.85,0.6,muy malo,Playmobile
188,Ferreteria,4,2019-04-29 07:20:28.122486,57.33,0.7,muy malo,Sika
214,Accesorios,10,2020-12-08 08:53:45.305516,299.7,4.1,justo lo que esperaba,Ray-ban
225,Deporte,11,2019-05-21 15:35:06.503986,403.31,0.9,muy malo,Nike
191,Ropa,4,2019-04-18 15:55:15.762385,180.61,2.2,no llego en tiempo,Hollister
193,Electronica,6,2019-04-11 16:43:02.143749,434.66,1.1,no llego el producto,Samsumg
225,Baño,4,2019-10-24 07:34:58.753504,166.92,3.6, muy bueno!,Cif
100,Ropa,7,2020-10-18 05:17:49.672758,133.73,4.3,buena relacion calidad-precio,Hollister
388,Accesorios,9,2020-08-14 08:09:19.387763,162.36,1.4,no llego el producto, Michael Kors
443,Libros,4,2020-06-11 23:48:28.668053,395.12,3.7, muy bueno!,Platena Comic
238,Accesorios,4,2019-04-22 11:42:15.475684,370.03,1.8,no llego en tiempo,Ray-ban
12,Baño,8,2019-01-19 19:10:36.361926,224.27,2.4,no llego en tiempo,Cristasol
476,Electronica,5,2020-02-09 11:32:43.791632,461.6,3.1,me gusto,Sony
273,Ferreteria,4,2020-08-14 22:43:36.056460,146.09,0.2,no llego el producto,Yale
193,Ropa,7,2020-12-30 08:24:52.616459,117.63,1.9,no llego en tiempo,Levis
445,Deporte,10,2019-12-01 02:01:28.535840,414.01,3.8, muy bueno!,Asics
456,Zapatos,10,2019-12-21 19:26:05.055553,420.64,1.0,no llego el producto,New balance
139,Hogar,11,2019-09-01 12:31:53.747550,15.39,1.1,muy malo,Vileda
123,Juguetes,6,2020-10-12 11:13:05.332750,362.21,2.2, la calidad no es la esperada,Chicco
184,Cocina,10,2020-02-25 15:04:15.111699,490.32,3.2, cumple las expectativas,Oscar mayer
217,Baño,8,2020-02-02 06:26:42.643525,19.42,0.0,no cumple las expectativas,KH7
214,Hogar,5,2020-06-06 06:46:01.558326,402.81,2.6, cumple las expectativas,Vileda
230,Accesorios,4,2020-07-02 18:28:02.145090,258.77,3.9,justo lo que esperaba,Bimba y Lola
8,Ropa,8,2019-02-17 06:44:24.955019,162.64,3.8,buena relacion calidad-precio,Lacoste
401,Ropa,10,2019-05-09 09:44:09.632521,228.02,2.8, cumple las expectativas,Roxy
375,Deporte,8,2019-10-27 17:31:58.709297,290.05,2.4,no llego en tiempo,Asics
419,Deporte,6,2019-03-09 12:14:16.363128,360.57,4.7, muy bueno!,Nike
71,Hogar,5,2019-10-17 04:53:53.944663,385.72,4.0,justo lo que esperaba,Unilever
175,Baño,9,2019-12-26 12:58:13.395531,494.93,3.7, muy bueno!,KH7
248,Juguetes,9,2019-06-23 15:04:49.067309,247.2,3.3,llego justo a tiempo,Lego
265,Libros,6,2019-06-13 01:23:29.202406,160.04,4.9, muy bueno!,Ediciones Tomodomo
279,Baño,11,2019-02-05 16:06:30.907550,166.08,4.7,justo lo que esperaba,Cristasol
77,Hogar,8,2019-02-07 01:01:34.602218,35.2,0.3,no llego el producto,Henkel
378,Accesorios,2,2020-04-03 18:09:39.863574,479.84,2.7,me gusto,Polo
326,Electronica,5,2019-11-05 10:05:55.738137,371.49,2.0, la calidad no es la esperada,Samsumg
368,Libros,11,2020-05-12 07:08:42.422941,291.96,0.7,muy malo,Alianza Editorial
328,Zapatos,4,2020-04-05 09:15:45.369780,403.66,2.5,no llego en tiempo,Camper
487,Zapatos,11,2019-12-27 07:39:44.302470,316.21,2.4,el paquete llego en mal estado,Camper
38,Ropa,2,2019-07-31 23:25:51.751586,317.37,2.7, cumple las expectativas,Roxy
199,Juguetes,6,2020-01-07 12:37:14.262973,227.07,0.8,muy malo,Lego
367,Zapatos,1,2020-09-26 15:13:22.380728,286.57,2.2,el paquete llego en mal estado,New balance
214,Electronica,4,2020-05-12 10:19:51.633572,17.96,4.0,justo lo que esperaba,Samsumg
139,Ropa,11,2020-04-01 11:43:53.060189,71.21,2.0,el paquete llego en mal estado,Hollister
168,Ropa,3,2019-04-21 20:58:48.815525,288.34,3.2,llego justo a tiempo,Lacoste
111,Zapatos,5,2019-06-15 17:36:02.945966,366.76,2.1, la calidad no es la esperada,Crocs
302,Hogar,2,2019-06-30 08:09:59.723164,350.37,4.0,buena relacion calidad-precio,Unilever
266,Accesorios,7,2019-07-03 01:30:28.323872,106.16,4.2,justo lo que esperaba,Bimba y Lola
413,Juguetes,11,2019-08-14 02:07:03.135737,18.51,1.4,no llego el producto,Chicco
395,Electronica,5,2019-10-10 05:42:06.808777,294.77,4.9,buena relacion calidad-precio,Apple
464,Juguetes,9,2020-04-08 23:22:17.390690,145.14,0.7,no cumple las expectativas,Playmobile
271,Baño,9,2020-12-13 15:35:45.093500,327.15,2.7,me gusto,Don limpio
19,Zapatos,3,2019-02-13 04:07:35.436394,74.27,3.0,me gusto,Crocs
7,Ferreteria,1,2019-04-01 04:53:15.383654,145.55,1.7, la calidad no es la esperada,Pavco
312,Ferreteria,10,2019-09-12 13:02:13.895962,430.55,0.2,muy malo,3M
59,Accesorios,6,2020-07-03 09:52:50.627135,415.07,4.4, muy bueno!, Michael Kors
313,Libros,10,2019-02-25 14:47:37.098558,198.81,0.1,no llego el producto,Ediciones Tomodomo
139,Baño,10,2019-04-26 11:50:01.725000,111.66,2.4,el paquete llego en mal estado,KH7
326,Juguetes,10,2019-11-17 02:45:43.400091,407.11,3.0, cumple las expectativas,Playmobile
342,Electronica,7,2020-11-13 06:06:18.637766,238.26,2.8,me gusto,Apple
137,Ropa,6,2020-10-08 01:45:04.847899,308.65,3.4,me gusto,Hollister
356,Accesorios,7,2019-09-19 10:27:56.141914,361.35,3.7,buena relacion calidad-precio, Michael Kors
83,Juguetes,7,2020-04-04 10:54:19.020673,330.95,1.4,no llego el producto,Lego
43,Zapatos,9,2019-08-04 07:49:58.841272,254.72,4.2,buena relacion calidad-precio,New balance
137,Juguetes,11,2020-03-07 13:23:39.229072,356.44,4.8,justo lo que esperaba,Chicco
225,Deporte,9,2019-03-08 01:50:27.812099,124.38,4.7,buena relacion calidad-precio,Asics
20,Libros,11,2019-10-18 11:50:04.052412,491.37,2.2, la calidad no es la esperada,Valdemar
308,Deporte,5,2019-09-13 09:04:06.015066,422.95,1.1,muy malo,Adidas
459,Accesorios,5,2019-03-22 16:48:34.443456,82.66,1.2,muy malo, Michael Kors
168,Zapatos,7,2019-03-02 17:29:21.553300,121.65,1.9,el paquete llego en mal estado,Crocs
184,Juguetes,10,2020-06-04 04:28:00.361977,44.18,2.3, la calidad no es la esperada,Fisher-price
149,Electronica,6,2020-10-29 22:14:58.326810,255.76,1.4,muy malo,General Electric
307,Ropa,1,2019-03-12 11:11:08.330139,441.87,4.1,justo lo que esperaba,Hollister
157,Ropa,5,2019-02-06 13:02:41.566061,382.86,2.8,llego justo a tiempo,Lacoste
121,Deporte,2,2020-05-26 23:03:10.990500,159.97,4.1,buena relacion calidad-precio,Asics
46,Deporte,5,2020-07-09 06:38:56.022596,445.32,0.4,no cumple las expectativas,Asics
196,Baño,7,2020-11-19 19:07:15.785222,197.34,3.7, muy bueno!,Cif
61,Accesorios,2,2020-02-08 05:41:11.871321,68.53,3.7, muy bueno!, Michael Kors
403,Accesorios,10,2020-02-04 16:53:57.681445,188.36,2.3,no llego en tiempo,Ray-ban
459,Libros,8,2019-07-20 03:19:53.500059,216.89,3.9,buena relacion calidad-precio,Ediciones Tomodomo
224,Ropa,2,2019-03-28 07:39:58.811210,219.95,1.3,no cumple las expectativas,Roxy
393,Electronica,8,2019-09-14 17:52:00.077415,140.39,4.1,justo lo que esperaba,Samsumg
444,Cocina,5,2020-08-05 21:38:23.917264,26.19,3.5,me gusto,Flora
339,Juguetes,6,2020-08-19 20:00:58.693431,351.0,2.9,me gusto,Fisher-price
431,Ferreteria,5,2020-11-27 08:18:35.236285,468.49,1.1,no llego el producto,3M
330,Juguetes,9,2020-05-25 18:17:57.892312,408.56,2.2, la calidad no es la esperada,Playmobile
60,Libros,7,2019-09-01 21:19:02.416527,25.99,3.1,me gusto,Alianza Editorial
387,Libros,4,2019-06-14 14:24:28.966277,468.77,1.8, la calidad no es la esperada,Valdemar
361,Electronica,2,2020-08-21 00:24:19.539540,125.39,1.0,no cumple las expectativas,Apple
329,Deporte,9,2019-05-16 13:03:09.215844,23.23,5.0, muy bueno!,Under Armour
308,Zapatos,10,2020-05-05 22:50:55.588142,263.53,2.3,el paquete llego en mal estado,Camper
294,Ferreteria,11,2019-04-17 16:29:01.714426,306.81,1.7, la calidad no es la esperada,Pavco
313,Libros,3,2019-03-06 21:02:32.237127,407.41,4.7,buena relacion calidad-precio,Valdemar
57,Libros,9,2019-06-06 03:17:09.610496,70.92,3.1,llego justo a tiempo,Ediciones Tomodomo
217,Juguetes,6,2020-02-09 03:15:31.811713,230.71,3.7,justo lo que esperaba,Chicco
127,Zapatos,6,2019-02-24 06:51:59.779103,430.29,1.8, la calidad no es la esperada,New balance
294,Deporte,3,2020-06-10 16:08:39.695684,131.95,3.1, cumple las expectativas,Asics
462,Libros,1,2020-07-08 21:20:51.344676,79.26,4.6, muy bueno!,Ediciones Tomodomo
