Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores,Ciudad
297,Juguetes,6,Primavera,280.13,2.8,me gusto,Chicco,Alicante
297,Deporte,6,Otoño,310.37,4.7,buena relacion calidad-precio,Nike,Alicante
297,Accesorios,8,Otoño,223.14,1.3,no cumple las expectativas,Polo,Alicante
297,Hogar,11,Otoño,469.4,3.7,buena relacion calidad-precio,Unilever,Alicante
297,Deporte,7,Verano,32.6,2.7, cumple las expectativas,Adidas,Alicante
297,Ropa,9,Primavera,365.15,3.6,buena relacion calidad-precio,Roxy,Alicante
297,Baño,9,Verano,34.61,4.9, muy bueno!,Cif,Alicante
297,Electronica,8,Otoño,199.2,0.4,no llego el producto,Apple,Alicante
297,Ropa,7,Verano,57.72,3.1,llego justo a tiempo,Hollister,Alicante
297,Deporte,6,Otoño,445.06,0.1,no llego el producto,Nike,Alicante
298,Baño,7,Otoño,205.1,3.1,llego justo a tiempo,Cif,Palma
298,Hogar,3,Otoño,482.95,2.2,el paquete llego en mal estado,Colgate - palmolive,Palma
298,Juguetes,5,Verano,354.96,3.1, cumple las expectativas,Lego,Palma
298,Baño,5,Primavera,471.08,3.0,me gusto,KH7,Palma
298,Zapatos,9,Verano,245.87,2.8,llego justo a tiempo,Skechers,Palma
298,Ropa,2,Primavera,45.7,4.2,buena relacion calidad-precio,Hollister,Palma
298,Accesorios,3,Primavera,265.63,1.3,no llego el producto,Bimba y Lola,Palma
298,Libros,7,Otoño,100.3,0.9,muy malo,Valdemar,Palma
298,Deporte,1,Otoño,261.91,0.3,no llego el producto,Nike,Palma
298,Deporte,1,Primavera,142.72,1.8,el paquete llego en mal estado,Nike,Palma
298,Juguetes,9,Otoño,414.43,0.9,no llego el producto,Chicco,Palma
298,Deporte,11,Primavera,356.8,2.4,el paquete llego en mal estado,Nike,Palma
298,Ropa,2,Otoño,419.8,3.8, muy bueno!,Roxy,Palma
299,Baño,6,Primavera,303.19,3.6,justo lo que esperaba,Don limpio,Cordoba
299,Electronica,5,Verano,126.91,4.5, muy bueno!,Apple,Cordoba
299,Hogar,9,Otoño,245.09,2.1,el paquete llego en mal estado,Henkel,Cordoba
299,Cocina,6,Primavera,9.47,1.7, la calidad no es la esperada,Flora,Cordoba
299,Accesorios,1,Verano,6.49,3.2, cumple las expectativas,Bimba y Lola,Cordoba
299,Ropa,4,Primavera,230.7,3.7,justo lo que esperaba,Hollister,Cordoba
299,Ropa,1,Otoño,499.43,2.1,no llego en tiempo,Roxy,Cordoba
299,Baño,8,Otoño,326.9,3.2, cumple las expectativas,KH7,Cordoba
299,Baño,6,Primavera,369.26,0.2,no llego el producto,Cif,Cordoba
299,Juguetes,7,Otoño,404.61,0.7,no llego el producto,Fisher-price,Cordoba
299,Cocina,4,Otoño,465.07,4.4,justo lo que esperaba,Flora,Cordoba
299,Hogar,1,Primavera,265.73,4.7,justo lo que esperaba,Vileda,Cordoba
299,Juguetes,2,Primavera,451.86,1.6, la calidad no es la esperada,Playmobile,Cordoba
299,Zapatos,11,Verano,262.06,1.4,no llego el producto,Camper,Cordoba
299,Libros,7,Verano,126.57,3.2, cumple las expectativas,Valdemar,Cordoba
299,Ferreteria,10,Primavera,87.37,3.5,me gusto,Pavco,Cordoba
299,Baño,6,Primavera,118.78,3.3, cumple las expectativas,Cif,Cordoba
299,Libros,3,Primavera,184.9,3.9,buena relacion calidad-precio,Valdemar,Cordoba
299,Baño,6,Primavera,493.46,3.8,buena relacion calidad-precio,Don limpio,Cordoba
299,Zapatos,2,Primavera,466.16,0.1,muy malo,New balance,Cordoba
300,Libros,4,Primavera,249.94,1.8,el paquete llego en mal estado,Ediciones Tomodomo,Murcia
300,Juguetes,11,Otoño,106.56,2.6,llego justo a tiempo,Chicco,Murcia
300,Baño,9,Primavera,29.36,0.5,no llego el producto,KH7,Murcia
300,Hogar,2,Primavera,115.27,4.5,justo lo que esperaba,Colgate - palmolive,Murcia
300,Libros,2,Primavera,21.75,3.9, muy bueno!,Alianza Editorial,Murcia
300,Accesorios,3,Otoño,40.29,3.9,justo lo que esperaba,Polo,Murcia
300,Deporte,5,Primavera,304.96,2.0, la calidad no es la esperada,Asics,Murcia
300,Cocina,8,Primavera,472.46,4.0,justo lo que esperaba,Nescafe,Murcia
300,Electronica,9,Otoño,274.04,0.5,no cumple las expectativas,Sony,Murcia
300,Cocina,1,Primavera,373.55,3.3, cumple las expectativas,Bimbo,Murcia
300,Electronica,1,Verano,47.7,1.9,el paquete llego en mal estado,General Electric,Murcia
300,Libros,3,Otoño,63.21,3.6,justo lo que esperaba,Valdemar,Murcia
300,Zapatos,11,Verano,433.06,2.4,no llego en tiempo,Skechers,Murcia
300,Accesorios,4,Primavera,167.1,3.6,justo lo que esperaba,Bimba y Lola,Murcia
300,Juguetes,3,Primavera,308.55,3.2, cumple las expectativas,Chicco,Murcia
300,Cocina,7,Verano,351.83,3.1,me gusto,Nescafe,Murcia
300,Juguetes,3,Verano,102.07,3.0,me gusto,Lego,Murcia
300,Cocina,3,Verano,413.88,0.2,no cumple las expectativas,Oscar mayer,Murcia
300,Zapatos,4,Primavera,145.92,2.5,el paquete llego en mal estado,Skechers,Murcia
300,Electronica,11,Primavera,289.79,3.6,buena relacion calidad-precio,Apple,Murcia
300,Ferreteria,2,Primavera,411.14,4.7,justo lo que esperaba,3M,Murcia
300,Juguetes,11,Otoño,323.84,1.9,no llego en tiempo,Chicco,Murcia
300,Ferreteria,8,Verano,454.22,4.2,justo lo que esperaba,Yale,Murcia
300,Libros,10,Primavera,397.14,4.6,justo lo que esperaba,Valdemar,Murcia
301,Ropa,2,Primavera,92.89,4.4,justo lo que esperaba,Hollister,Cordoba
301,Accesorios,6,Otoño,385.64,4.3, muy bueno!,Polo,Cordoba
301,Accesorios,5,Otoño,471.36,0.2,no cumple las expectativas,Bimba y Lola,Cordoba
301,Zapatos,2,Primavera,455.42,4.2,buena relacion calidad-precio,Camper,Cordoba
301,Libros,2,Primavera,166.88,4.9,buena relacion calidad-precio,Valdemar,Cordoba
301,Juguetes,3,Otoño,499.58,0.2,no cumple las expectativas,Fisher-price,Cordoba
301,Libros,3,Primavera,393.2,2.7, cumple las expectativas,Alianza Editorial,Cordoba
301,Deporte,6,Primavera,342.85,4.0,justo lo que esperaba,Under Armour,Cordoba
301,Electronica,3,Otoño,100.35,0.7,no cumple las expectativas,General Electric,Cordoba
301,Zapatos,11,Primavera,295.49,2.7,llego justo a tiempo,New balance,Cordoba
301,Hogar,5,Primavera,492.5,0.0,muy malo,Unilever,Cordoba
301,Hogar,10,Primavera,284.83,1.7,no llego en tiempo,Colgate - palmolive,Cordoba
301,Ferreteria,4,Otoño,295.63,1.5,muy malo,Yale,Cordoba
301,Juguetes,9,Verano,130.57,3.2,me gusto,Chicco,Cordoba
301,Libros,11,Primavera,111.59,3.2, cumple las expectativas,Ediciones Tomodomo,Cordoba
301,Zapatos,3,Primavera,301.51,2.1,el paquete llego en mal estado,Crocs,Cordoba
301,Juguetes,10,Verano,349.88,0.7,muy malo,Fisher-price,Cordoba
301,Libros,2,Verano,141.43,0.2,muy malo,Alianza Editorial,Cordoba
301,Libros,10,Verano,208.33,3.0,llego justo a tiempo,Valdemar,Cordoba
301,Cocina,2,Otoño,74.39,1.6,el paquete llego en mal estado,Oscar mayer,Cordoba
302,Deporte,7,Verano,100.67,0.9,no cumple las expectativas,Under Armour,Valencia
302,Ropa,7,Primavera,242.71,1.3,muy malo,Lacoste,Valencia
302,Libros,8,Otoño,357.57,4.1, muy bueno!,Ediciones Tomodomo,Valencia
302,Baño,11,Primavera,392.54,2.3, la calidad no es la esperada,Cif,Valencia
302,Juguetes,3,Verano,201.44,2.2,no llego en tiempo,Fisher-price,Valencia
302,Zapatos,11,Primavera,421.92,4.7,justo lo que esperaba,Skechers,Valencia
302,Juguetes,7,Primavera,101.96,3.0,llego justo a tiempo,Lego,Valencia
302,Baño,1,Otoño,246.6,0.1,no llego el producto,Cristasol,Valencia
302,Baño,6,Primavera,152.66,1.9,el paquete llego en mal estado,KH7,Valencia
302,Libros,3,Otoño,334.09,4.1,buena relacion calidad-precio,Alianza Editorial,Valencia
302,Ferreteria,7,Primavera,284.75,2.0,el paquete llego en mal estado,Sika,Valencia
302,Ropa,11,Otoño,299.51,1.0,muy malo,Roxy,Valencia
302,Deporte,6,Otoño,280.16,4.1,buena relacion calidad-precio,Adidas,Valencia
302,Hogar,2,Primavera,350.37,4.0,buena relacion calidad-precio,Unilever,Valencia
302,Ropa,8,Primavera,485.72,1.0,muy malo,Hollister,Valencia
302,Zapatos,1,Otoño,418.82,1.4,muy malo,Crocs,Valencia
302,Cocina,3,Verano,215.07,4.6,justo lo que esperaba,Flora,Valencia
302,Zapatos,7,Verano,414.57,4.2,buena relacion calidad-precio,New balance,Valencia
302,Juguetes,10,Primavera,388.97,3.2,me gusto,Playmobile,Valencia
302,Baño,7,Otoño,192.57,3.5,llego justo a tiempo,Cif,Valencia
302,Baño,4,Otoño,479.52,2.9, cumple las expectativas,Cif,Valencia
302,Zapatos,2,Primavera,137.77,1.5,muy malo,Crocs,Valencia
302,Juguetes,10,Verano,327.42,1.7,no llego en tiempo,Chicco,Valencia
302,Hogar,9,Otoño,95.71,0.7,muy malo,Vileda,Valencia
302,Deporte,3,Otoño,362.24,3.6, muy bueno!,Under Armour,Valencia
303,Baño,4,Otoño,197.98,1.0,muy malo,KH7,Zaragoza
303,Accesorios,9,Primavera,434.81,4.9,buena relacion calidad-precio,Bimba y Lola,Zaragoza
303,Electronica,11,Primavera,310.75,3.3, cumple las expectativas,General Electric,Zaragoza
303,Cocina,9,Primavera,478.94,4.6, muy bueno!,Bimbo,Zaragoza
303,Cocina,6,Primavera,436.09,3.6,buena relacion calidad-precio,Nescafe,Zaragoza
303,Cocina,2,Primavera,359.31,1.3,muy malo,Oscar mayer,Zaragoza
303,Ferreteria,11,Primavera,438.94,4.1, muy bueno!,Pavco,Zaragoza
303,Cocina,8,Otoño,373.95,0.9,no cumple las expectativas,Nescafe,Zaragoza
303,Hogar,1,Otoño,441.44,3.1,me gusto,Unilever,Zaragoza
303,Accesorios,2,Otoño,182.96,0.9,no cumple las expectativas,Bimba y Lola,Zaragoza
303,Accesorios,1,Primavera,179.66,5.0, muy bueno!,Bimba y Lola,Zaragoza
303,Zapatos,3,Verano,81.14,1.4,no cumple las expectativas,New balance,Zaragoza
303,Deporte,5,Primavera,75.59,0.9,no llego el producto,Under Armour,Zaragoza
303,Cocina,1,Verano,287.19,3.7,justo lo que esperaba,Bimbo,Zaragoza
303,Baño,3,Verano,31.33,1.5,no cumple las expectativas,KH7,Zaragoza
303,Baño,8,Otoño,168.78,0.8,no llego el producto,Cif,Zaragoza
303,Ropa,10,Primavera,8.38,4.2, muy bueno!,Levis,Zaragoza
303,Baño,8,Primavera,12.79,0.8,muy malo,Cristasol,Zaragoza
304,Zapatos,6,Verano,491.73,4.3,buena relacion calidad-precio,Skechers,Barcelona
304,Baño,1,Otoño,456.57,3.7,buena relacion calidad-precio,Cif,Barcelona
304,Hogar,6,Primavera,97.39,3.2,llego justo a tiempo,Henkel,Barcelona
304,Cocina,4,Primavera,481.82,2.3,no llego en tiempo,Nescafe,Barcelona
304,Ropa,1,Verano,255.79,3.7, muy bueno!,Roxy,Barcelona
304,Libros,1,Primavera,11.11,3.0,llego justo a tiempo,Valdemar,Barcelona
304,Electronica,9,Otoño,144.95,0.2,no llego el producto,Samsumg,Barcelona
304,Electronica,7,Verano,330.48,4.5,justo lo que esperaba,Apple,Barcelona
304,Juguetes,11,Verano,351.77,1.7,no llego en tiempo,Playmobile,Barcelona
304,Baño,2,Primavera,408.33,2.8,llego justo a tiempo,Cif,Barcelona
304,Cocina,4,Verano,370.41,2.2,el paquete llego en mal estado,Bimbo,Barcelona
304,Baño,10,Verano,51.43,0.6,no cumple las expectativas,Don limpio,Barcelona
304,Juguetes,3,Primavera,83.98,4.6,buena relacion calidad-precio,Fisher-price,Barcelona
304,Ropa,5,Primavera,352.72,2.8, cumple las expectativas,Roxy,Barcelona
304,Cocina,7,Otoño,436.63,0.1,muy malo,Bimbo,Barcelona
304,Cocina,6,Verano,28.38,4.3,buena relacion calidad-precio,Bimbo,Barcelona
305,Accesorios,7,Primavera,424.32,0.1,no llego el producto, Michael Kors,Malaga
305,Electronica,1,Otoño,66.85,0.4,no llego el producto,General Electric,Malaga
305,Baño,2,Primavera,102.98,1.1,no llego el producto,Don limpio,Malaga
305,Juguetes,7,Otoño,344.92,3.5,me gusto,Playmobile,Malaga
305,Ferreteria,10,Primavera,401.49,3.8,justo lo que esperaba,Pavco,Malaga
305,Ropa,2,Verano,287.52,4.8, muy bueno!,Lacoste,Malaga
305,Ropa,5,Primavera,372.58,2.3, la calidad no es la esperada,Hollister,Malaga
305,Libros,10,Verano,215.04,2.6,me gusto,Ediciones Tomodomo,Malaga
305,Libros,7,Primavera,256.06,2.6,llego justo a tiempo,Valdemar,Malaga
305,Libros,6,Primavera,460.65,3.7,justo lo que esperaba,Valdemar,Malaga
305,Ropa,9,Otoño,306.89,1.9,el paquete llego en mal estado,Roxy,Malaga
305,Juguetes,8,Verano,366.97,4.3,justo lo que esperaba,Playmobile,Malaga
305,Baño,4,Primavera,10.25,2.2,no llego en tiempo,Don limpio,Malaga
305,Juguetes,9,Verano,374.07,0.3,muy malo,Fisher-price,Malaga
305,Zapatos,6,Primavera,61.39,2.5,no llego en tiempo,Skechers,Malaga
305,Juguetes,10,Otoño,357.06,2.1,no llego en tiempo,Lego,Malaga
305,Ropa,5,Primavera,101.86,4.5,buena relacion calidad-precio,Lacoste,Malaga
305,Electronica,6,Otoño,238.67,0.6,no llego el producto,General Electric,Malaga
305,Hogar,9,Primavera,196.29,2.3, la calidad no es la esperada,Henkel,Malaga
305,Electronica,11,Primavera,13.66,4.0,justo lo que esperaba,Sony,Malaga
305,Zapatos,2,Otoño,106.38,0.3,no llego el producto,Camper,Malaga
305,Zapatos,5,Primavera,428.33,1.0,no cumple las expectativas,Crocs,Malaga
306,Juguetes,11,Primavera,358.08,4.2,buena relacion calidad-precio,Playmobile,Valladolid
306,Baño,9,Verano,50.37,2.2,no llego en tiempo,Cif,Valladolid
306,Deporte,1,Verano,133.89,2.0,el paquete llego en mal estado,Adidas,Valladolid
306,Zapatos,11,Otoño,390.12,0.7,no cumple las expectativas,Camper,Valladolid
306,Ropa,8,Primavera,237.4,3.4,me gusto,Roxy,Valladolid
306,Baño,5,Otoño,465.15,3.9,justo lo que esperaba,Don limpio,Valladolid
306,Juguetes,5,Verano,494.54,1.4,muy malo,Fisher-price,Valladolid
306,Ropa,11,Otoño,308.06,0.4,muy malo,Roxy,Valladolid
306,Deporte,8,Verano,432.62,1.6,el paquete llego en mal estado,Adidas,Valladolid
306,Cocina,5,Primavera,321.36,2.7, cumple las expectativas,Oscar mayer,Valladolid
306,Ropa,9,Verano,135.51,3.5,me gusto,Levis,Valladolid
306,Libros,6,Otoño,134.47,2.2,el paquete llego en mal estado,Alianza Editorial,Valladolid
306,Ferreteria,4,Primavera,473.64,3.8,buena relacion calidad-precio,3M,Valladolid
306,Cocina,7,Primavera,466.16,3.1,llego justo a tiempo,Oscar mayer,Valladolid
306,Juguetes,5,Primavera,105.44,2.2,no llego en tiempo,Playmobile,Valladolid
306,Zapatos,11,Otoño,270.16,1.2,muy malo,Camper,Valladolid
306,Ferreteria,10,Primavera,327.44,0.6,no cumple las expectativas,3M,Valladolid
306,Ferreteria,10,Primavera,496.42,3.7,buena relacion calidad-precio,Sika,Valladolid
306,Ferreteria,7,Verano,84.14,0.4,muy malo,Yale,Valladolid
306,Cocina,11,Primavera,193.69,1.6, la calidad no es la esperada,Oscar mayer,Valladolid
306,Cocina,8,Otoño,483.7,4.5,justo lo que esperaba,Flora,Valladolid
306,Libros,10,Primavera,23.64,3.6,buena relacion calidad-precio,Platena Comic,Valladolid
306,Electronica,5,Otoño,132.53,1.8,el paquete llego en mal estado,General Electric,Valladolid
306,Deporte,8,Otoño,370.76,1.0,no llego el producto,Adidas,Valladolid
306,Electronica,4,Otoño,52.06,1.6,el paquete llego en mal estado,General Electric,Valladolid
306,Accesorios,1,Otoño,493.23,2.3,el paquete llego en mal estado,Bimba y Lola,Valladolid
306,Ropa,2,Otoño,249.43,2.1,no llego en tiempo,Levis,Valladolid
306,Cocina,3,Otoño,67.25,3.6, muy bueno!,Bimbo,Valladolid
306,Electronica,7,Otoño,392.67,2.2, la calidad no es la esperada,General Electric,Valladolid
306,Ropa,7,Otoño,100.53,4.7,buena relacion calidad-precio,Lacoste,Valladolid
306,Accesorios,5,Primavera,354.94,3.2, cumple las expectativas, Michael Kors,Valladolid
307,Deporte,11,Otoño,496.69,0.6,no llego el producto,Under Armour,Sevilla
307,Accesorios,5,Primavera,28.23,4.3,buena relacion calidad-precio,Bimba y Lola,Sevilla
307,Baño,8,Verano,224.54,4.2,buena relacion calidad-precio,Cristasol,Sevilla
307,Hogar,2,Otoño,127.55,1.8, la calidad no es la esperada,Colgate - palmolive,Sevilla
307,Ropa,1,Primavera,441.87,4.1,justo lo que esperaba,Hollister,Sevilla
307,Cocina,5,Verano,397.47,0.5,no llego el producto,Oscar mayer,Sevilla
307,Zapatos,6,Otoño,220.12,0.7,no llego el producto,New balance,Sevilla
307,Juguetes,8,Primavera,53.78,1.3,muy malo,Lego,Sevilla
307,Juguetes,3,Otoño,211.4,0.4,muy malo,Playmobile,Sevilla
307,Zapatos,1,Verano,287.8,3.3, cumple las expectativas,Crocs,Sevilla
307,Accesorios,2,Otoño,113.14,1.4,no cumple las expectativas,Ray-ban,Sevilla
307,Electronica,10,Verano,483.45,2.3, la calidad no es la esperada,Sony,Sevilla
307,Ferreteria,9,Otoño,47.12,3.9,justo lo que esperaba,Pavco,Sevilla
308,Deporte,6,Otoño,368.5,1.8,el paquete llego en mal estado,Asics,Sevilla
308,Ferreteria,10,Primavera,279.68,1.6,no llego en tiempo,Pavco,Sevilla
308,Juguetes,3,Verano,83.38,2.7, cumple las expectativas,Fisher-price,Sevilla
308,Deporte,5,Verano,422.95,1.1,muy malo,Adidas,Sevilla
308,Zapatos,10,Primavera,263.53,2.3,el paquete llego en mal estado,Camper,Sevilla
308,Deporte,8,Verano,470.65,4.2, muy bueno!,Under Armour,Sevilla
308,Juguetes,5,Primavera,488.68,4.6,buena relacion calidad-precio,Fisher-price,Sevilla
308,Cocina,9,Primavera,275.15,1.5,no llego el producto,Bimbo,Sevilla
308,Ferreteria,6,Primavera,381.17,2.5, la calidad no es la esperada,3M,Sevilla
308,Juguetes,7,Primavera,236.57,5.0,buena relacion calidad-precio,Playmobile,Sevilla
308,Hogar,8,Primavera,466.16,0.1,muy malo,Henkel,Sevilla
308,Hogar,10,Primavera,252.68,1.0,no llego el producto,Vileda,Sevilla
309,Baño,2,Primavera,99.91,0.1,muy malo,Don limpio,Valencia
309,Juguetes,10,Otoño,432.84,0.2,muy malo,Playmobile,Valencia
309,Hogar,8,Primavera,361.53,1.8,no llego en tiempo,Unilever,Valencia
309,Electronica,5,Verano,107.61,0.1,no llego el producto,General Electric,Valencia
309,Hogar,9,Otoño,302.35,0.6,no llego el producto,Unilever,Valencia
309,Cocina,6,Primavera,353.38,4.3, muy bueno!,Nescafe,Valencia
309,Cocina,2,Verano,110.29,0.1,no llego el producto,Bimbo,Valencia
309,Libros,10,Primavera,452.68,2.8,llego justo a tiempo,Alianza Editorial,Valencia
309,Cocina,4,Primavera,162.04,3.5, cumple las expectativas,Nescafe,Valencia
309,Electronica,2,Primavera,216.73,0.5,no cumple las expectativas,Apple,Valencia
309,Ropa,1,Primavera,187.79,1.7, la calidad no es la esperada,Hollister,Valencia
309,Cocina,3,Primavera,180.92,4.8, muy bueno!,Bimbo,Valencia
309,Accesorios,9,Otoño,495.61,2.1,no llego en tiempo,Bimba y Lola,Valencia
309,Hogar,7,Primavera,205.3,1.7,el paquete llego en mal estado,Vileda,Valencia
309,Electronica,3,Verano,378.44,4.5, muy bueno!,Samsumg,Valencia
309,Hogar,6,Primavera,375.2,3.7, muy bueno!,Colgate - palmolive,Valencia
309,Accesorios,10,Primavera,362.09,4.1,buena relacion calidad-precio,Bimba y Lola,Valencia
309,Zapatos,1,Primavera,67.2,3.0, cumple las expectativas,Skechers,Valencia
310,Ropa,9,Verano,156.9,2.9, cumple las expectativas,Hollister,Bilbao
310,Libros,2,Primavera,371.23,1.3,no llego el producto,Alianza Editorial,Bilbao
310,Ropa,1,Primavera,417.45,1.5,no cumple las expectativas,Hollister,Bilbao
310,Zapatos,11,Primavera,285.53,2.2,el paquete llego en mal estado,Crocs,Bilbao
310,Cocina,10,Primavera,210.7,2.2, la calidad no es la esperada,Oscar mayer,Bilbao
310,Baño,5,Otoño,452.59,4.5,justo lo que esperaba,Cif,Bilbao
310,Cocina,6,Primavera,391.71,4.6,justo lo que esperaba,Bimbo,Bilbao
310,Ropa,6,Invierno,95.42,1.9, la calidad no es la esperada,Hollister,Bilbao
310,Zapatos,2,Verano,24.35,0.5,muy malo,New balance,Bilbao
310,Hogar,8,Primavera,497.47,4.7,buena relacion calidad-precio,Henkel,Bilbao
310,Zapatos,4,Primavera,324.43,0.5,no llego el producto,New balance,Bilbao
310,Baño,5,Primavera,313.48,2.6, cumple las expectativas,KH7,Bilbao
310,Hogar,2,Primavera,89.72,5.0, muy bueno!,Unilever,Bilbao
310,Juguetes,9,Verano,439.71,1.9,no llego en tiempo,Chicco,Bilbao
310,Libros,7,Otoño,159.96,1.8,no llego en tiempo,Valdemar,Bilbao
310,Juguetes,2,Primavera,189.69,0.8,no llego el producto,Playmobile,Bilbao
310,Baño,5,Primavera,388.08,4.6,justo lo que esperaba,KH7,Bilbao
310,Zapatos,5,Verano,10.06,4.6, muy bueno!,Crocs,Bilbao
310,Cocina,4,Primavera,322.02,2.7,llego justo a tiempo,Flora,Bilbao
310,Baño,8,Otoño,285.97,2.0,no llego en tiempo,Don limpio,Bilbao
310,Electronica,3,Primavera,346.6,4.2,buena relacion calidad-precio,Apple,Bilbao
310,Ferreteria,9,Verano,101.5,0.3,muy malo,Pavco,Bilbao
310,Accesorios,8,Primavera,39.02,2.0,no llego en tiempo,Ray-ban,Bilbao
310,Electronica,9,Primavera,331.39,2.8,me gusto,Sony,Bilbao
311,Electronica,9,Primavera,327.0,2.1,el paquete llego en mal estado,Samsumg,Madrid 
311,Baño,2,Verano,262.46,0.5,no cumple las expectativas,Cif,Madrid 
311,Cocina,7,Otoño,497.67,3.9, muy bueno!,Flora,Madrid 
311,Electronica,2,Primavera,242.49,2.8,llego justo a tiempo,Sony,Madrid 
311,Cocina,8,Primavera,90.63,2.0,el paquete llego en mal estado,Oscar mayer,Madrid 
311,Cocina,5,Primavera,42.37,1.3,no cumple las expectativas,Bimbo,Madrid 
311,Libros,1,Primavera,259.39,3.7,buena relacion calidad-precio,Alianza Editorial,Madrid 
311,Baño,10,Verano,121.57,2.2,el paquete llego en mal estado,Cif,Madrid 
311,Deporte,6,Verano,403.88,1.7,el paquete llego en mal estado,Under Armour,Madrid 
311,Deporte,3,Primavera,319.45,4.2,justo lo que esperaba,Asics,Madrid 
311,Zapatos,2,Verano,379.28,4.4,buena relacion calidad-precio,Camper,Madrid 
311,Deporte,10,Otoño,472.53,4.4,buena relacion calidad-precio,Nike,Madrid 
311,Ropa,5,Verano,434.36,1.6,no llego en tiempo,Hollister,Madrid 
311,Zapatos,8,Otoño,89.59,3.2, cumple las expectativas,New balance,Madrid 
311,Deporte,8,Primavera,59.49,2.0, la calidad no es la esperada,Under Armour,Madrid 
311,Cocina,8,Primavera,11.21,0.6,no llego el producto,Bimbo,Madrid 
311,Ferreteria,3,Primavera,47.74,4.2,buena relacion calidad-precio,Pavco,Madrid 
311,Ropa,11,Primavera,307.62,0.2,no cumple las expectativas,Lacoste,Madrid 
311,Hogar,9,Primavera,278.74,0.8,muy malo,Colgate - palmolive,Madrid 
311,Libros,8,Otoño,487.31,1.1,no cumple las expectativas,Ediciones Tomodomo,Madrid 
311,Ropa,7,Primavera,185.61,1.4,no llego el producto,Levis,Madrid 
311,Hogar,1,Primavera,385.6,0.8,no llego el producto,Vileda,Madrid 
311,Baño,10,Verano,242.46,0.7,no cumple las expectativas,Don limpio,Madrid 
311,Zapatos,11,Otoño,78.6,4.7,justo lo que esperaba,Crocs,Madrid 
311,Electronica,9,Primavera,321.83,1.0,no cumple las expectativas,Samsumg,Madrid 
312,Deporte,8,Otoño,355.66,2.1, la calidad no es la esperada,Asics,Las Palamas de GC
312,Hogar,4,Primavera,443.79,3.0, cumple las expectativas,Henkel,Las Palamas de GC
312,Cocina,8,Otoño,175.63,1.4,no llego el producto,Flora,Las Palamas de GC
312,Accesorios,1,Otoño,72.58,4.2,buena relacion calidad-precio, Michael Kors,Las Palamas de GC
312,Accesorios,2,Primavera,110.86,1.2,no llego el producto, Michael Kors,Las Palamas de GC
312,Zapatos,10,Verano,93.19,3.0, cumple las expectativas,Crocs,Las Palamas de GC
312,Cocina,5,Primavera,307.65,2.3,no llego en tiempo,Oscar mayer,Las Palamas de GC
312,Ferreteria,10,Verano,430.55,0.2,muy malo,3M,Las Palamas de GC
312,Juguetes,11,Otoño,499.82,1.4,no llego el producto,Fisher-price,Las Palamas de GC
312,Juguetes,9,Primavera,417.18,1.5,no llego el producto,Fisher-price,Las Palamas de GC
312,Ropa,6,Verano,290.91,3.8,buena relacion calidad-precio,Hollister,Las Palamas de GC
312,Hogar,3,Otoño,308.16,1.9,el paquete llego en mal estado,Henkel,Las Palamas de GC
312,Cocina,6,Primavera,402.66,1.7,no llego en tiempo,Oscar mayer,Las Palamas de GC
312,Electronica,11,Otoño,10.35,2.3,no llego en tiempo,Apple,Las Palamas de GC
312,Deporte,6,Primavera,399.43,1.9,no llego en tiempo,Nike,Las Palamas de GC
312,Zapatos,10,Primavera,486.24,1.1,no cumple las expectativas,Crocs,Las Palamas de GC
313,Zapatos,6,Verano,389.1,0.4,muy malo,Skechers,Cordoba
313,Zapatos,8,Primavera,172.05,0.8,muy malo,Skechers,Cordoba
313,Juguetes,2,Primavera,364.4,1.8, la calidad no es la esperada,Chicco,Cordoba
313,Deporte,7,Primavera,362.71,0.3,muy malo,Adidas,Cordoba
313,Accesorios,3,Verano,76.07,0.2,no llego el producto,Ray-ban,Cordoba
313,Libros,3,Invierno,252.43,0.8,muy malo,Alianza Editorial,Cordoba
313,Juguetes,4,Verano,115.77,2.2,no llego en tiempo,Fisher-price,Cordoba
313,Hogar,4,Primavera,171.16,3.4, cumple las expectativas,Vileda,Cordoba
313,Zapatos,11,Otoño,10.19,3.6,buena relacion calidad-precio,Skechers,Cordoba
313,Zapatos,2,Verano,18.22,1.2,no llego el producto,Skechers,Cordoba
313,Hogar,10,Otoño,451.78,1.8,no llego en tiempo,Vileda,Cordoba
313,Electronica,6,Verano,420.04,1.3,muy malo,Apple,Cordoba
313,Libros,10,Primavera,198.81,0.1,no llego el producto,Ediciones Tomodomo,Cordoba
313,Libros,3,Primavera,407.41,4.7,buena relacion calidad-precio,Valdemar,Cordoba
313,Libros,7,Primavera,438.1,1.7, la calidad no es la esperada,Platena Comic,Cordoba
313,Ropa,3,Primavera,241.25,4.9,buena relacion calidad-precio,Lacoste,Cordoba
313,Hogar,11,Primavera,483.21,3.8,buena relacion calidad-precio,Colgate - palmolive,Cordoba
313,Cocina,7,Verano,63.73,4.8,justo lo que esperaba,Nescafe,Cordoba
313,Electronica,11,Primavera,129.79,3.1, cumple las expectativas,Sony,Cordoba
313,Electronica,9,Verano,121.94,3.3,me gusto,Samsumg,Cordoba
313,Ferreteria,1,Primavera,440.55,4.5,buena relacion calidad-precio,Sika,Cordoba
